adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/aeEFgmSW4X88SMHNEEWGzXpeXJr.jpg,"[80, 18]",524,en,Casino,"In early-1970s Las Vegas, Sam ""Ace"" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro, his ex-hustler wife Ginger, her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger.",20.916,/v2lGZFMS9fiUUyJ2xvM7zZH7Eps.jpg,1995-11-22,Casino,False,8.0,4753
False,/huJhHslibJDKUaIbJMAIsYZtUyy.jpg,"[80, 18, 53]",242693,en,Prison Break,"Story of a tuna fisherman who has been wrongfully convicted of a murder he did not commit. His exemplary behavior in prison ensures that he is up for early parole. He realizes, however, that his movements will be limited, and he will be unable to join and wed his beloved. The only solution is to escape and hunt down the real killer, himself.",1.96,/jSeX7De6WLd1sLh7USH0GVctyH8.jpg,1938-07-12,Prison Break,False,4.6,4
False,/rSPw7tgCH9c6NqICZef4kZjFOQ5.jpg,"[18, 80]",238,en,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",90.096,/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,1972-03-14,The Godfather,False,8.7,16912
False,/1r9lH3DaSWKGyvZaoo6BF5STOk5.jpg,"[35, 80, 18]",9277,en,The Sting,Set in the 1930s this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang.,18.768,/fpxhmgeCuPQOeatfeCPwtOwUwlb.jpg,1973-12-25,The Sting,False,8.0,2101
False,,[],676595,en,The Platform,"At a windy, abandoned province station a man is waiting for a train. But something seems to be wrong; wasn't that a naked person running by? The man begins to examine the area; the tension rises up to the point, where another passenger arrives on the platform.",0.6,,2001-01-01,The Platform,False,0.0,0
False,/kgwKcBMrRcb9k0ixmtnZ4c30Qbk.jpg,"[18, 9648]",1939,en,Laura,A police detective falls in love with the woman whose murder he's investigating.,9.53,/AtZFZSLN3rSMxTQYN9LRpQzDOgh.jpg,1944-10-11,Laura,False,7.7,623
False,/2Xe9lISpwXKhvKiHttbFfVRERQX.jpg,"[18, 35]",490132,en,Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",72.237,/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,2018-11-16,Green Book,False,8.2,9530
False,/qom1SZSENdmHFNZBXbtJAU0WTlC.jpg,"[10749, 18]",11036,en,The Notebook,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",57.727,/rNzQyW4f8B8cQeg7Dgj3n6eT5k9.jpg,2004-06-25,The Notebook,False,7.9,9923
False,/emAXJbyBPcMpLeK2OdlgqIHORT2.jpg,"[28, 37]",10772,it,Django,A coffin-dragging gunslinger and a half-breed prostitute become embroiled in a bitter feud between a merciless masked clan and a band of Mexican revolutionaries.,16.433,/vs4vieNstSEfbgLFEelXXOPvr6h.jpg,1966-04-06,Django,False,7.2,717
False,/umUyVxJ4HeNebLMAcScdhF0QB3h.jpg,"[18, 36]",76203,en,12 Years a Slave,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",27.02,/xdANQijuNrJaw1HA61rDccME4Tm.jpg,2013-10-18,12 Years a Slave,False,8.0,9992
False,/29BCwmpV9HQUekAGlJLplkslRRf.jpg,"[27, 9648]",588,en,Silent Hill,"Rose, a desperate mother takes her adopted daughter, Sharon, to the town of Silent Hill in an attempt to cure her of her ailment. After a violent car crash, Sharon disappears and Rose begins a desperate search to get her back. She descends into the center of the twisted reality of a town's terrible secret. Pursued by grotesquely deformed creatures and townspeople stuck in permanent purgatory, Rose begins to uncover the truth behind the apocalyptic disaster that burned the town 30 years earlier.",42.514,/r0bEDWO2w4a43K2xTNSF284qOsc.jpg,2006-04-21,Silent Hill,False,6.5,3566
False,/7ABsaBkO1jA2psC8Hy4IDhkID4h.jpg,"[28, 12, 14, 878]",19995,en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",592.407,/jRXYjXNq0Cs2TcJjLkki24MLp7u.jpg,2009-12-15,Avatar,False,7.5,26551
False,/vxPKu3CtjaqPxFHTLjAtGFb4R5h.jpg,"[28, 80, 53, 18]",16411,cn,頭文字D,"After winning his first competition, Takumi focuses his attention on drift racing, a sport he has unknowingly perfected while delivering tofu in his father's Toyota AE86.",14.6,/6UfOCbfmhyqdjP1zzRFmbiPCViE.jpg,2005-05-12,Initial D,False,6.8,205
False,/lpTXHNKCozJgfUQZZJ1Xn3LKpIS.jpg,"[35, 80]",115,en,The Big Lebowski,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",25.486,/gocqX3Y5biEC9SezdqhTXVV2KeT.jpg,1998-03-06,The Big Lebowski,False,7.8,9691
False,/7gfDVfaw0VaIkUGiEH13o3TIC7A.jpg,"[18, 9648, 37]",273248,en,The Hateful Eight,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,27.767,/jIywvdPjia2t3eKYbjVTcwBQlG8.jpg,2015-12-25,The Hateful Eight,False,7.7,12496
False,/vQGo5VjJcHxpzIa8lMBFzpAth1w.jpg,"[53, 9648, 878]",51876,en,Limitless,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",54.541,/hv5JMCrMVLvV6HKPf9FcBuyk2MG.jpg,2011-03-08,Limitless,False,7.2,9313
False,/wKmG0Fuasb9HUD3jgwQamGb5sAq.jpg,"[18, 10402, 36]",277216,en,Straight Outta Compton,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",62.686,/9B63hMwU6iICtNDTISCaZQ5US7R.jpg,2015-08-11,Straight Outta Compton,False,7.8,3326
False,/4kWVUyJAF9AUrcBlNBOxs4ikcQf.jpg,"[80, 18, 53]",11478,en,The Skulls,"A senior at an ivy league college, who depends on scholarships and working on the side, gets accepted into the secret society The Skulls. He hopes it betters chances at Harvard but The Skulls is not what he thought and comes at a price.",10.214,/pYuggibfzm8LWgjnUKMMtii2430.jpg,2000-03-31,The Skulls,False,5.8,478
False,/xPIEzVHER3lCQfZMA9bMtZzH9P0.jpg,"[28, 80, 53]",9679,en,Gone in Sixty Seconds,"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive.",31.232,/lFsJJjnGcNhewSIM9XBTaHsI2et.jpg,2000-06-09,Gone in Sixty Seconds,False,6.4,3716
False,/hxBroLYYRiuDlTPp7JlcwfzXXZe.jpg,"[18, 80]",15070,en,Undisputed,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",47.371,/xgnCABtbMDaDqn9bt3ZFJTnpA3e.jpg,2002-07-17,Undisputed,False,6.5,573
False,/3uM41OT0RfBkE6Gb6U89LEskJBr.jpg,"[37, 18, 12]",281957,en,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",51.476,/ji3ecJphATlVgWNY0B0RVXZizdf.jpg,2015-12-25,The Revenant,False,7.5,16280
False,/Ab8mkHmkYADjU7wQiOkia9BzGvS.jpg,"[16, 10751, 14]",129,ja,千と千尋の神隠し,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",86.61,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,2001-07-20,Spirited Away,False,8.5,13554
False,,[],613653,en,The Office,Joseph Minion's debut short film.,1.09,/ufXsFbHqGQ9PNrtAvhvcaule8yi.jpg,1981-12-31,The Office,False,0.0,0
False,/shSCarLTK01PfeFnq9WmRrzRcdl.jpg,"[27, 53, 12]",578,en,Jaws,"When an insatiable great white shark terrorizes the townspeople of Amity Island, the police chief, an oceanographer and a grizzled shark hunter seek to destroy the blood-thirsty beast.",54.575,/lxM6kqilAdpdhqUl2biYp5frUxE.jpg,1975-06-20,Jaws,False,7.6,8746
False,/vaVaNrscmsG8CUKYxiwZGFNqGJo.jpg,"[35, 10751]",771,en,Home Alone,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before Christmas Day.",7.844,/fQrTwSZtSrb1iQtA2mzUlGcXmP2.jpg,1990-11-16,Home Alone,False,7.4,9343
False,/3ZiM6gm2XL8qnhZCXsTjixvaH4v.jpg,"[28, 80, 18, 53]",13804,en,Fast & Furious,"When a crime brings them back to L.A., fugitive ex-con Dom Toretto reignites his feud with agent Brian O'Conner. But as they are forced to confront a shared enemy, Dom and Brian must give in to an uncertain new trust if they hope to outmaneuver him. And the two men will find the best way to get revenge: push the limits of what's possible behind the wheel.",22.423,/AmY8rE2HzWzZs5S81CygXXYDjki.jpg,2009-04-02,Fast & Furious,False,6.7,6173
False,/xyXmtuvsoM5J3yNad0nvcetpBdY.jpg,"[12, 14, 28]",49051,en,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",102.048,/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg,2012-11-26,The Hobbit: An Unexpected Journey,False,7.3,16445
False,/d72ROyJqXQtw2OupW0l15eicRAF.jpg,"[27, 12, 28]",7131,en,Van Helsing,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,50.412,/gsFun8nATm52aGHeT8ueAel98nE.jpg,2004-05-05,Van Helsing,False,6.3,5032
False,/caGv0jxkJUP8eVFMDca6B4pTB0e.jpg,[18],179144,it,La grande bellezza,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",13.589,/1cmOc3ZPkuCTOTqHEsRr3Pk81Um.jpg,2013-05-21,The Great Beauty,False,7.5,2747
False,/zvOJawrnmgK0sL293mOXOdLvTXQ.jpg,"[10749, 18]",398818,en,Call Me by Your Name,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",81.9,/gXiE0WveDnT0n5J4sW9TMxXF4oT.jpg,2017-09-01,Call Me by Your Name,False,8.2,10654
False,/8K7ts1ewqZz00sOObpTRSljLdBv.jpg,"[35, 18, 10749]",7326,en,Juno,"Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.",17.898,/jNIn2tVhpvFD6P9IojldI3mNYcn.jpg,2007-12-05,Juno,False,7.0,6319
False,/k4AVaOboquMcd3zbFSSgCEbzabz.jpg,"[35, 27]",246741,en,What We Do in the Shadows,Vampire housemates try to cope with the complexities of modern life and show a newly turned hipster some of the perks of being undead.,15.555,/ftrq6LsDNfLPQzrlonOaxSq4yMh.jpg,2014-06-19,What We Do in the Shadows,False,7.6,2983
False,/40VyXVeSE9Zo7bVFd0Rz2I7AFqD.jpg,"[35, 10749]",517104,en,Cold War,"When a young couple gets the dreaded raccoon flu just days after moving in together, a harmless little cold quickly turns into all-out war.",2.193,/fNtvmW8vkxmsmQbYUdRrPZHxeRM.jpg,2017-11-19,Cold War,False,7.3,10
False,/tyk6frzwTBAFHBFjsEf9jHRRWZm.jpg,[99],469071,en,Love Means Zero,"An in-depth look at famed tennis coach Nick Bollettieri. No other coach has matched his success, his dominance or his fame. His greatness, though, came at a terrible price.",2.534,/46lrfuxFdSXmMyuK2MUbE6uRCmH.jpg,2017-09-09,Love Means Zero,False,5.8,4
False,/mpqS3iMM5wUOk3D0MPVbz8U7wF1.jpg,[99],489985,en,Minding the Gap,"Three young men bond together to escape volatile families in their Rust Belt hometown. As they face adult responsibilities, unexpected revelations threaten their decade-long friendship.",15.564,/yILwIrXSiyXR2AjNAETSuyfnw5o.jpg,2018-08-17,Minding the Gap,False,7.8,145
False,/yUmtjm5eLK7WohDtt5E2lHXx84P.jpg,"[18, 27, 53]",10234,de,Funny Games,"Two psychotic young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",14.988,/qzweZTBnVgEROyiSP4QPBoT7uBV.jpg,1997-09-11,Funny Games,False,7.3,1450
False,/eIi3klFf7mp3oL5EEF4mLIDs26r.jpg,"[878, 18, 53]",78,en,Blade Runner,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",44.154,/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg,1982-06-25,Blade Runner,False,7.9,11910
False,/vAp1u1TVufGRzmNsqtVuZhdHUFY.jpg,[18],499556,zh,大象席地而坐,"In the northern Chinese city of Manzhouli, they say there is an elephant that simply sits and ignores the world. Manzhouli becomes an obsession for the protagonists of this film, a longed-for escape from the downward spiral in which they find themselves.",12.292,/bJfkDnsY9z9ohWdyzyCAqYZxbnS.jpg,2018-03-08,An Elephant Sitting Still,False,7.9,142
False,/okdg55jhsr9k1F2lxsZoQncrLZL.jpg,"[18, 10749, 10752]",3175,en,Barry Lyndon,"An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.",12.293,/A0byHUHMwZ7dtBQtfZ44QIgDbjo.jpg,1975-11-26,Barry Lyndon,False,8.0,2317
False,/qA2TyqPldTtoTVY3LKrNIG5g6bH.jpg,"[18, 10749]",76,en,Before Sunrise,"On his way to Vienna, American Jesse meets Céline, a student returning to Paris. After long conversations forge a surprising connection between them, Jesse convinces Celine to get off the train with him in Vienna. Since his flight to the U.S. departs the next morning and he has no money for lodging, they wander the city together, taking in the experiences of Vienna and each other.",22.187,/6VWFHcGgeTrH6PCIOXGXYqjcogj.jpg,1995-01-27,Before Sunrise,False,8.0,3335
False,/22Dl9G8tNpjEY60SfmGsLbilYaf.jpg,"[16, 10751, 35, 14, 12]",809,en,Shrek 2,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",167.692,/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg,2004-05-19,Shrek 2,False,7.2,10389
False,/9Y9K6LeLrMeofOvX7hZW36Aj3OG.jpg,"[35, 10749]",194,fr,Le Fabuleux Destin d'Amélie Poulain,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",25.431,/oTKduWL2tpIKEmkAqF4mFEAWAsv.jpg,2001-04-25,Amélie,False,7.9,10074
False,/3ZY8iEsv5XKiMU19T1MIvHET5Ih.jpg,"[35, 18, 10749]",153,en,Lost in Translation,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",20.326,/wkSzJs7oMf8MIr9CQVICsvRfwA7.jpg,2003-09-18,Lost in Translation,False,7.4,6210
False,/rRpAZOPY3XxMJY65AJ396IWyjU4.jpg,"[16, 10751, 14]",14836,en,Coraline,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",208.099,/gPMh5rsVrDDAYMDbTcz6Up1DQ4z.jpg,2009-02-05,Coraline,False,7.8,6182
False,/AmO8I38bkHwKhgxPNrd6djBQyPU.jpg,"[14, 27, 53, 18]",361292,en,Suspiria,"Young American dancer Susie Bannion arrives in 1970s Berlin to audition for the world-renowned Helena Markos Dance Company. When she vaults to the role of lead dancer, the woman she replaces breaks down and accuses the company's female directors of witchcraft. Meanwhile, an inquisitive psychotherapist and a member of the troupe uncover dark and sinister secrets as they probe the depths of the studio's hidden underground chambers.",22.366,/dzWTnkert9EoiPWldWJ15dnfAFl.jpg,2018-10-11,Suspiria,False,6.9,2096
False,,[],629400,en,Chwilami życie bywa znośne,Documentary about polish poet and Nobel prize winner Wisława Szymborska,0.6,,,Chwilami życie bywa znośne,False,0.0,0
False,/wXNOOPJQjGm8NerPjjl8L3Xm50W.jpg,[35],18480,en,Brüno,Flamboyantly gay Austrian television reporter Bruno stirs up trouble with unsuspecting guests and large crowds through brutally frank interviews and painfully hilarious public displays of homosexuality.,11.767,/xLFYL5gwCPnMDp5Qmd5wiRSsRPX.jpg,2009-07-08,Brüno,False,5.6,1422
False,/jWq20KNbg5txb28tLxJl0yLYuxp.jpg,[35],76493,en,The Dictator,The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,29.646,/n0W7kajF4GFMRk2c0wWwMQqTaDM.jpg,2012-05-15,The Dictator,False,6.1,5030
False,/f4E0ocYeToEuXvczZv6QArrMDJ.jpg,"[878, 28, 12]",346910,en,The Predator,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.",62.678,/wMq9kQXTeQCHUZOG4fAe5cAxyUA.jpg,2018-09-05,The Predator,False,5.6,3981
False,/iHM6qaFkkFmVO2Z37cT0G87b8lT.jpg,[35],921987,pl,"Koniec świata, czyli kogel-mogel 4",,1.4,/2iGverYZWF5B8kY6Z9eY6tbJDuR.jpg,2022-01-07,"Koniec świata, czyli kogel-mogel 4",False,4.7,9
False,/997ToEZvF2Obp9zNZbY5ELVnmrW.jpg,"[10749, 18]",537915,en,After,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",210.246,/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg,2019-04-11,After,False,7.2,7367
False,/wq17r2QvfXM7rwgN5oRghnGzFwp.jpg,"[35, 10749, 18]",18240,en,The Proposal,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",74.953,/aYlnDia7ldvqFUst1O5S8LZeM2S.jpg,2009-06-01,The Proposal,False,7.1,5708
False,/xqjGKLwLZeujg4fiBTOqhZkoL31.jpg,"[80, 18, 9648, 10770]",452522,en,Twin Peaks,"An idiosyncratic FBI agent investigates the murder of a young woman in the even more idiosyncratic town of Twin Peaks. (This standalone version of the series pilot was produced for the European VHS market and has an alternate, closed ending.)",7.433,/2Fb8neVxZtCIXwbJ9DOk6Ra29mV.jpg,1990-04-08,Twin Peaks,True,8.4,525
False,/2JGzu9YZ0gw8deH4Uj3Aiir32Zk.jpg,"[18, 10402]",360389,en,Nina,The story of the late jazz musician and classical pianist Nina Simone including her rise to fame and relationship with her manager Clifton Henderson.,4.427,/bgu5NoLBb8Pf84qKiVqK54BsRrr.jpg,2016-04-22,Nina,False,5.3,72
False,/2ZectLcatwparRcSD3Mg1TJJW3t.jpg,[18],407440,en,Euphoria,"The story of two sisters on a journey, where they try to get close to each other and approach the tough questions in life. Euphoria is a contemporary drama about responsibility and reconciliation, in a world where these concepts are gradually being lost.",18.793,/Anw3eLdNVRXafpYktwRzAGd6sPW.jpg,2018-02-01,Euphoria,False,6.4,99
False,/qX5T5GVAcq2UKaaiAx5SZp1AtlY.jpg,"[80, 28, 878]",198184,en,Chappie,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",84.838,/hpnuXlKKWznTgbheGe4iQXzkuwJ.jpg,2015-03-04,Chappie,False,6.8,7063
False,/8RKBHHRqOMOLh5qW3sS6TSFTd8h.jpg,"[28, 878, 12]",399579,en,Alita: Battle Angel,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",103.467,/xRWht48C2V8XNfzvPehyClOvDni.jpg,2019-01-31,Alita: Battle Angel,False,7.2,7794
False,,[16],411948,en,Matrix,"A piece of abstract cinema by John Whitney. A series squares follow a 3-dimensional track, each one with a slight delay after the other.",3.135,/wwGvUPEM6MRiXv3gRNaVUlUCHiT.jpg,1971-05-18,Matrix,False,0.0,0
False,/x9McE1WFKnAHludiY7xfd7modDC.jpg,"[12, 16, 14]",123,en,The Lord of the Rings,The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.,25.778,/liW0mjvTyLs7UCumaHhx3PpU4VT.jpg,1978-11-15,The Lord of the Rings,False,6.6,684
False,/vaVaNrscmsG8CUKYxiwZGFNqGJo.jpg,"[35, 10751]",771,en,Home Alone,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before Christmas Day.",7.844,/fQrTwSZtSrb1iQtA2mzUlGcXmP2.jpg,1990-11-16,Home Alone,False,7.4,9343
False,/sAtoMqDVhNDQBc3QJL3RF6hlhGq.jpg,"[878, 18]",335984,en,Blade Runner 2049,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",60.786,/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,2017-10-04,Blade Runner 2049,False,7.5,11251
False,/zCjZfevPFBbOh2SAx2syIBHSqEI.jpg,"[28, 18, 878]",124905,en,Godzilla,"Ford Brody, a Navy bomb expert, has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father, Joe. Soon, both men are swept up in an escalating crisis when an ancient alpha predator arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake, as they make their way toward their final battleground: San Francisco.",61.854,/iBZhbCVhLpyxAfW1B8ePUxjScrx.jpg,2014-05-14,Godzilla,False,6.3,7883
False,/eGzzbfmnXMaa4LZnJVquP1llZ2R.jpg,"[10749, 878, 9648, 53, 18, 14]",1903,en,Vanilla Sky,"David Aames has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia, his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.",20.277,/cAh2pCiNPftsY3aSqJuIOde7uWr.jpg,2001-01-22,Vanilla Sky,False,6.8,3465
False,/bGksau9GGu0uJ8DJQ8DYc9JW5LM.jpg,"[18, 35]",77338,fr,Intouchables,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,103.385,/323BP0itpxTsO0skTwdnVmf7YC9.jpg,2011-11-02,The Intouchables,False,8.3,15144
False,/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg,"[53, 80]",680,en,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",73.56,/fIE3lAGcZDV1G6XM5KmuWnNsPp1.jpg,1994-09-10,Pulp Fiction,False,8.5,24059
False,/hkKTtlHjiVUW5XRfkQfl3FmJUfX.jpg,"[80, 9648, 53]",807,en,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",57.628,/69Sns8WoET6CfaYlIkHbla4l7nC.jpg,1995-09-22,Se7en,False,8.4,17891
False,/hZnnUq0mrUQ3e54SJVca4mf2oAQ.jpg,"[27, 28]",36647,en,Blade,"The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.",45.898,/PDuKQeQkRHkdx7rY147VBVN5Ef.jpg,1998-08-21,Blade,False,6.7,5013
False,/j9E1pGqx2ZYnyGQYMB1JYtUxJ6u.jpg,"[14, 28, 53]",277,en,Underworld,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",42.346,/zsnQ41UZ3jo1wEeemF0eA9cAIU0.jpg,2003-09-19,Underworld,False,6.8,5392
False,/yrdAamkeqXHm0UYukk8xgoCvc7G.jpg,"[12, 28, 878]",11,en,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,69.983,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,1977-05-25,Star Wars,False,8.2,17904
False,/1vSPlCXoiFpk8y19D1UadakS4gn.jpg,"[14, 27]",1483,en,Begotten,"Begotten is the creation myth brought to life, the story of no less than the violent death of God and the (re)birth of nature on a barren earth.",9.836,/qYJh4HESlOyZll77erHcVAKqrbt.jpg,1991-06-05,Begotten,False,5.9,246
